,SID,key,Module #,Module,Method,MID,Selected,Reason,Familiar
1010,S_15,1,3,Ideate,Biomimicry,M_35,False,"I'm not so familiar with biological system. In this case, lack of acknowledgement, I may  not always be solutions using this method.",True
1011,S_15,1,3,Ideate,Borda Count Voting,M_36,False,"In this method, points are assigned to candidates based on their ranking, in this case, the team can decide which idea to pursue during the ideation phase more easily. However, it seems our team could active listening to others and makeing a vote easy. In this case, I didn't choose this method.",False
1012,S_15,1,3,Ideate,Brainstorming,M_37,True,"This method is the most basic method to find a solution. Our team can put forward our thoughts and combine them together. By this way, everyone in our team can fully participate and we can receive a list of ideas.",True
1013,S_15,1,3,Ideate,Design Heuristics,M_38,False,"It seems that this method is useful for novice and expert designers, which provide a wide variety of potential solution. In fact, after watching video about 77 cards, I still not truly understanding this method. Wating for professor's explanation.",False
1014,S_15,1,3,Ideate,Design the Box,M_39,False,"This method is so interesting! It forces teams to clarify much of the intangible information into selling points. This method focus on salesmanship rather than the product itself, which is not suit to our project.",False
1015,S_15,1,3,Ideate,Do-Redo-Undo,M_40,True,"We already have a prototype or concept abuot our concept, but after interviewing and analysising, we discovered a lot of mistakes. In this case, we should use this method to fix mistakes.",True
1016,S_15,1,3,Ideate,Forced Analogy,M_41,False,"This method requires us to thinking creatively and solve the problem. However, it takes time to prepare and conduct a forced analogy session.",False
1017,S_15,1,3,Ideate,Visual Brainstorming,M_42,False,"This method could be very useful when we only thought of ideas but have no solutions to solve it, and use legos to communicate ideas. We might not have legos to help us to complete this model, and we focus more on product's function than its physical.",True
1018,S_15,1,3,Ideate,Weighted Matrix,M_43,False,"This method needs us to use some criterion to weight scores. However, different people would have different opinions, I wonder how could this method remove bias by individually assessing each option?",True
1019,S_15,1,4,Build,Additive Manufacturing,M_44,False,"This method is used when we are working to design something with a geometry that would be awkward or impossible to do using machining or subtractive manufacturing techniques. Obviously, our product is not related to the geometry and don't have a rough surface as it required.",False
1020,S_15,1,4,Build,Direct Shell Production Casting,M_45,False,"This method is largely used to create casting shells for the production of parts and prototypes. However, our project is not related to make ceramics molds primarily for metal casting. What's more, we decide to use the medicine box as our mobile sensing product, which means we will not suddenly alter our design. All in all, we will not choose this method.",False
1021,S_15,1,4,Build,Experience Prototyping,M_46,True,"Using this method, provides us a chance to show and test our design via active user participation, we can easily get feedback and make major design changes and decisions in the early stages of product development. Through this method, we can easily and quickly get the feedback of our product, and ensures this product is focus on user-centered.",False
1022,S_15,1,4,Build,Fused Deposition Modelling,M_47,False,"This method is used to create parts with production-grade thermoplastic materials and test the functionality of particular features. In the same way, this method is not related to our mobile sensing product.",False
1023,S_15,1,4,Build,Laminated Object Manufacturing,M_48,False,"This method is so interesting, its system is most commonly takes CAD data and uses a laser to cut shapes, layer by layer, into plastic or paper sheets. What's more, LOM requires a set of specialized disciplinary skills related to technical skills and engineering analysis, which means it is largely used in engineering area. In this case, we will not choose this method. ",False
1024,S_15,1,4,Build,Laser Cutting,M_49,False,"This method is a very powerful and useful tool for making complicated 2-dimensional cuts on materials and save material when material needs to be conserved. However, in our project, we are not decide to decorate it too much but design a three-dimensional box that can contain medicines and make a sound to remind old patient to take the medicine.",False
1025,S_15,1,4,Build,Prototyping,M_50,True,"This method is a excellent way to capture users initial feedback and permits real-time modifications to its interactivity. I'd like to choose this method because I can make my ideas come true in a directly and visible way without using comprehensive softwares. What's more, through looking this prototype directly, customers can provide feedback to us, which helps us to adjust and improve my design.  ",True
1026,S_15,1,4,Build,Rapid Prototyping,M_51,True,"This method is the same as the prototyping, and adding 3D printing technology (specific high-fidelity prototyping approach) to make the product more vividly and allows corrections to the product to be made early in the process. Our group had already design a simple prototype, if we have the resource to design a 3D printing product, it's excellent!",False
1027,S_15,1,4,Build,Service Prototyping,M_52,False,"This method is used in service design to showcase a service to stakeholders, clients, users, or colleagues. However, in this situation, participants are role-playing and may not act as they would in a real-life situation and will not get the right feedback we want.",False
1028,S_15,1,4,Build,Tangible Prototyping,M_53,False,"This method helps designers develop a physical representation of their concept early on, and can quickly test and iterate functions and features quickly. Actually, I can't tell the difference between prototype and tangible prototype, a prototype is truly a tangible and visible one. In this case, I had chosen the prototype, I will not choose this method.",False
1029,S_15,1,4,Build,Water Jet Cutting,M_54,False,"This method is a very useful tool for creating designs out of various materials, especially useful for machining heat-sensitive materials, as it produces little heat. I did not choose this method for the reason that it not suitable to our project, we don't need to heat the box. :-D",False
1030,S_15,1,4,Build,Wireframe,M_55,False,"If I choose this method, I should focus on layout, UI elements, and functionality. After taking these steps, I should create a medium-fidelity clickable prototype to understand and test animations and the overall structure. However, these steps are not applied to our project, we intended to design a medicine box and real-time service to remind old patients to take medicine on time, and don't need to make wireframe to stress our ideas. ",False
1031,S_15,1,5,Communicate,7Ps Framework,M_56,False,"This method consisted of 7 elements, which are purpose, participants, process, product, practical, preparation and pitfalls. I didn_Ñét choose this method for the reason that we have to consider each P in the framework in a limited time, it might not allows us to think comprehensive and the workload is a bit heavy.",False
1032,S_15,1,5,Communicate,Business Model Canvas,M_57,False,"There is no result about this method in the thedesignexchange. So I didn't choose this method in my primary mind. According to the resource Danielle provided, I know that this method requires us to figure out our key partners, key activities, key resources, value propositions and customer relationships. That definitely is a good choice to choose and contain many information, maybe we will practice this method in our class.",False
1033,S_15,1,5,Communicate,Composite Characters,M_58,False,"This method allows us to narrow down our target users_Ñé trail and goals, and prioritize the user_Ñés need in product-related decisions. However, using this method, we might be easy to get sidelined by unimportant characteristics. What_Ñés more, our product is based on the pain point the old patients face, there is no need to analysis their characters in the final step.",False
1034,S_15,1,5,Communicate,Design Roadmap,M_59,False,"This method will utilize tangible games, as well as digital templates and worksheets for immersive, group-based learning. And it promotes an active communication across participants to build their unique and structures plans for the future in phases from near-term to long-term. However, we have developed a prototype, it is our powerful highlight, there is no need to design a roadmap.",False
1035,S_15,1,5,Communicate,Envisionment Video,M_60,True,"This method is vividly present a holistic view of the customer experience, we can display the interactions, thoughts, and actions of the customer through the video and convey the function of the product to future users. What_Ñés more, using this method, Old patients can get the information about the product and know the advantage directly.",True
1036,S_15,1,5,Communicate,Personas,M_61,False,"This method is based on real people to develop imaginary characters that represent user archetypes, which is helpful to make audients to understand user lifestyles, aspiration and needs. It is truly vividly and attractive, but our target user is old patients, they might not understand the animation.",False
1037,S_15,1,5,Communicate,Service Blueprint,M_62,True,"This method is absolutely helpful way to communicate with others. Firstly, this method is tightly connected to the customer journey mapping method, and we had chosen the customer journey mapping method to analysis our customer behavior. What_Ñés more, our project combines two services together, using this method, we can better understand the customer_Ñés interaction. The last reason I choose this method is it combines customer actions, onstage/visible actions, backstage/invisible action, support processes and physical evidence together, in this way, we can analysis the behavior of customer better. ",False
1038,S_15,1,5,Communicate,Storyboard,M_63,False,"This method can be used in the early stages of the design process to create a common understanding of the solution we are aiming to deliver, and can gain information about users. However, in my opinion, we had interviewed old patients about their attitude and hobbit on taking medicine, and we can get the feedback about others_Ñé value of the design from other methods, so I didn_Ñét choose this method.",True
1039,S_15,1,5,Communicate,Usability Report,M_64,True,"This method should identify issues brought up in the study and suggest how they might be addressed. What_Ñés more, it contains background/summary, methodology, test results and implications that are comprehensive. By using the usability report, we can get the feedbacks and observations, which help us to decide what to focus on in the future. ",True
1040,S_16,1,1,Research,1:1 Interview,M_0,False,,False
1041,S_16,1,1,Research,AEIOU,M_1,False,,False
1042,S_16,1,1,Research,Closed Card Sorting,M_2,False,,False
1043,S_16,1,1,Research,Community Appraisal,M_3,False,,False
1044,S_16,1,1,Research,Competitive Analysis,M_4,False,,False
1045,S_16,1,1,Research,Conjoint Analysis,M_5,False,,False
1046,S_16,1,1,Research,Conversation Cafe,M_6,False,,False
1047,S_16,1,1,Research,Design Ethnography,M_7,False,,False
1048,S_16,1,1,Research,Focus Group,M_8,False,,False
1049,S_16,1,1,Research,Open Card Sorting,M_9,False,,False
1050,S_16,1,1,Research,POEMS,M_10,False,,False
1051,S_16,1,1,Research,POSTA,M_11,False,,False
1052,S_16,1,1,Research,Usability Testing,M_12,False,,False
1053,S_16,1,1,Research,User Observation,M_13,False,,False
1054,S_16,1,2,Analysis,2x2 Matrix,M_14,True,Have more dimensions than spectrum mapping and gives more useful results,True
1055,S_16,1,2,Analysis,Affinity Diagram,M_15,False,We don't have a wide range data,False
1056,S_16,1,2,Analysis,Atomize,M_16,False,time-consuming and tedious,False
1057,S_16,1,2,Analysis,Concept Mapping,M_17,True,"Tool for creating, organizing, and visualizing ideas related to a complicated topic",False
1058,S_16,1,2,Analysis,Context Mapping,M_18,False,a lot of work needed but we only have one week,False
1059,S_16,1,2,Analysis,Customer Journey Mapping,M_19,False,"easy to assume too much, not very efficient",False
1060,S_16,1,2,Analysis,Empathy Map,M_20,False,too abstract for our team to use for analysis,False
1061,S_16,1,2,Analysis,How Might We,M_21,False,"Ineffective for problems that are too broad or too narrow, we have customers with very narrow needs",False
1062,S_16,1,2,Analysis,Kano Analysis,M_22,True,"Clarifies customer_s ideas about quality of product features, from complexity to simplicity",False
1063,S_16,1,2,Analysis,Mind Mapping,M_23,False,"difficult for others to interpret, so is not suitable for team project",False
1064,S_16,1,2,Analysis,Powers of 10,M_24,False,Difficult to know when to stop,False
1065,S_16,1,2,Analysis,Reframing,M_25,False,difficult to know when to stop,False
1066,S_16,1,2,Analysis,Spectrum Mapping,M_26,False,Have difficulty lining up the concepts,False
1067,S_16,1,2,Analysis,Task Analysis,M_27,False,"too detailed, time-consuming",False
1068,S_16,1,2,Analysis,Touchpoint Matrix,M_28,False,Hard to understand and tedious to map out all possible paths for interations,False
1069,S_16,1,2,Analysis,Why-How Laddering,M_29,False,"It's effective only for a small group, but we have a group of 5",False
1070,S_16,1,3,Ideate,3-12-3 Brainstorming,M_30,False,"it needs very strict timekeeping, not very flexible",False
1071,S_16,1,3,Ideate,6-3-5 Brainwriting,M_31,True,rapid ideation + diverse ideas,False
1072,S_16,1,3,Ideate,6-Up Sketches,M_32,False,Not detailed,False
1073,S_16,1,3,Ideate,Anti-Problem,M_33,False,the players number is restricted,False
1074,S_16,1,3,Ideate,Attribute Listing,M_34,True,it breaks a complex task down to manageable parts,False
1075,S_16,1,3,Ideate,Biomimicry,M_35,False,too complicated,False
1076,S_16,1,3,Ideate,Borda Count Voting,M_36,False,it takes much time,False
1077,S_16,1,3,Ideate,Brainstorming,M_37,True,Very flexible and we can all participate,True
1078,S_16,1,3,Ideate,Design Heuristics,M_38,False,should not assume that the solutions they develop using the cards are necessarily the best solutions to the design task.,False
1079,S_16,1,3,Ideate,Design the Box,M_39,False,Getting too caught up in the marketing aspect of this exercise may allow teams to focus on salesmanship rather than the product itself.,False
1080,S_16,1,3,Ideate,Do-Redo-Undo,M_40,False,we don't have a exact start point,False
1081,S_16,1,3,Ideate,Forced Analogy,M_41,False,With this method you may not reach anything finite (instead it is meant as a way to expand your thinking about the problem),False
1082,S_16,1,3,Ideate,Visual Brainstorming,M_42,False,it requires preparation,False
1083,S_16,1,3,Ideate,Weighted Matrix,M_43,True,Removes bias by individually assessing each option,False
1084,S_16,1,4,Build,Additive Manufacturing,M_44,0,,0
1085,S_16,1,4,Build,Direct Shell Production Casting,M_45,0,,0
1086,S_16,1,4,Build,Experience Prototyping,M_46,0,,0
1087,S_16,1,4,Build,Fused Deposition Modelling,M_47,0,,0
1088,S_16,1,4,Build,Laminated Object Manufacturing,M_48,0,,0
1089,S_16,1,4,Build,Laser Cutting,M_49,0,,0
1090,S_16,1,4,Build,Prototyping,M_50,0,,0
1091,S_16,1,4,Build,Rapid Prototyping,M_51,0,,0
1092,S_16,1,4,Build,Service Prototyping,M_52,0,,0
1093,S_16,1,4,Build,Tangible Prototyping,M_53,0,,0
1094,S_16,1,4,Build,Water Jet Cutting,M_54,0,,0
1095,S_16,1,4,Build,Wireframe,M_55,0,,0
1096,S_16,1,5,Communicate,7Ps Framework,M_56,0,,0
1097,S_16,1,5,Communicate,Business Model Canvas,M_57,0,,0
1098,S_16,1,5,Communicate,Composite Characters,M_58,0,,0
1099,S_16,1,5,Communicate,Design Roadmap,M_59,0,,0
1100,S_16,1,5,Communicate,Envisionment Video,M_60,0,,0
1101,S_16,1,5,Communicate,Personas,M_61,0,,0
1102,S_16,1,5,Communicate,Service Blueprint,M_62,0,,0
1103,S_16,1,5,Communicate,Storyboard,M_63,0,,0
1104,S_16,1,5,Communicate,Usability Report,M_64,0,,0
1105,S_17,1,1,Research,1:1 Interview,M_0,False,"Time-consuming, inefficient, although deep insight. The scope cannot be big enough to allow a successful and popular product. ",True
1106,S_17,1,1,Research,AEIOU,M_1,True,"Despite its limitations of not being able to capture the entire picture, it seems like an extremely organized technique to break down an experience. Also, I believe as long as I keep the limitations in mind and try to make up in the later phases manually, the method should be extremely useful",False
1107,S_17,1,1,Research,Closed Card Sorting,M_2,True,I believe that this is extremely effective in identifying the discrepancies in designers' perspectives and users' perspectives. It also helps organize and improve an already made structure to more tailored to customer thinking.  ,False
1108,S_17,1,1,Research,Community Appraisal,M_3,False,"Same problem with open card, does not allow very deep insight. ",False
1109,S_17,1,1,Research,Competitive Analysis,M_4,False,"I think it is really useful because it really allows designers to prioritize feature, but then again, I can only pick three. ",True
1110,S_17,1,1,Research,Conjoint Analysis,M_5,False,"I REALLY THINK THIS IS A GOOD IDEA TO MAKE DECISIONS ABOUT FEATURES, but the tree-method limit... It also might be too quantitative to fit the real world problems. It is a strong limitation that I do not want for my future product(s). ",False
1111,S_17,1,1,Research,Conversation Cafe,M_6,False,"There's one limitation that states that when there are ~8 people in a group discussing about a single subject, there is prone to be a couple of dominant voices and the designers do not get to listen to everyone and therefore defeats the purpose of making a group discussion.",True
1112,S_17,1,1,Research,Design Ethnography,M_7,True,"Overall well-rounded and time-sensitive, although might be complex.",False
1113,S_17,1,1,Research,Focus Group,M_8,False,"I really like this too because it is efficient and inclusive, but I can only pick three:(",False
1114,S_17,1,1,Research,Open Card Sorting,M_9,False,"Users might think of completely irrelevant cards to other users, and most probably does not know what they want until they see a new design and decide that they like it. It does not allow innovation and improvement to blossom. ",False
1115,S_17,1,1,Research,POEMS,M_10,False,I did not choose it because I did not have enough faith in its ability to gather deep insights. ,False
1116,S_17,1,1,Research,POSTA,M_11,False,"A little similar to AEIOU, although the time-sensitiveness really attracted me. ",False
1117,S_17,1,1,Research,Usability Testing,M_12,False,"It might be too complicated and time-consuming to carry out; and even if carried out, again, user might also be uncertain of what exactly is bothering him/her.",True
1118,S_17,1,1,Research,User Observation,M_13,False,"It is hard to detect the underneath problems with just superficial observations. Without meaningful discussions, it is often hard to detect what is making a user seem uninterested and bothered by some design, I believe. ",True
1119,S_17,1,2,Analysis,2x2 Matrix,M_14,False,"We have identified a few categories and challenges that new students face at Cal, and those include social, academic, and cultural. A 2x2 matrix would only be able to help us capture two of the three at each time and therefore making it a little unsuitable for the current research we are conducting. ",False
1120,S_17,1,2,Analysis,Affinity Diagram,M_15,False,"This is not among my top three because, although useful and practical, it requires long team meetings for us to figure all our ideas about a research out, and because of our different schedules and limited availability, this method would not be the best option for us to ease up our team communication or insight-gaining from subjects.  ",False
1121,S_17,1,2,Analysis,Atomize,M_16,False,"Because of its time-consuming limitation, it would be hard again for us to implement this method given our time frame. Although we should probably try to do that one or two times to identify any possibly common traits that's in the experience of our subjects. ",False
1122,S_17,1,2,Analysis,Concept Mapping,M_17,False,"The concept map for our subjects may become very tangled as there are so many aspects of life to new college students that they might find hard. It might take time, which we do not have much, to untangle it and actually figure out all the logic behind the arrows. Also, one of its limitations include that the results stay at the surface level, so we would probably like some methods which help us gain/infer insights. ",False
1123,S_17,1,2,Analysis,Context Mapping,M_18,True,"I think it should be implemented because it is really easy for us to get caught in the details of this research and forget about the bigger picture. This method would help us picture the personas better because we will be able to put the people into context and have a more comprehensive understanding about their thought process and what they are feeling. I believe this is useful because as mentioned in the lecture, we are designing and ""selling"" the product to the market, and we have to understand the market and cater toward the wants and needs of them instead of what we as ""designers"" assume.  ",False
1124,S_17,1,2,Analysis,Customer Journey Mapping,M_19,False,"Again because we are rather familiar with an average student's daily life, we probably would not want to go out of our way to make this customer journey map. I see that if we do enough mapping of different subjects, eventually we may identify some deep universal pain points that we have missed during interviews and prior research. However, this is where the time restriction plays as another giant obstacle to keep us from gaining insights through this method. If we do this, we probably want to do at least 5 to be able to compare and contrast, but I can see making one already taking so long, so this method is probably not the best choice for our current project. ",False
1125,S_17,1,2,Analysis,Empathy Map,M_20,False,"Empathy map seems like it requires quite a bit of time in order to follow up with our subject. Given the short time frame of this very project, it'd be hard for the whole team to collectively put in the time to brainstorm and follow up about the same subjects every time. Because the the why-how laddering also generates insights, we'd rather interact with our interviewees directly and pose questions directly to them instead of inferring what they might have meant. This is also because they are accessible on campus.   ",False
1126,S_17,1,2,Analysis,How Might We,M_21,True,"I believe this method stimulates further insightful team discussion, which is what we really need as a team right now. By asking HMW in the team, we are going to be able to share our perspectives, experience, and understanding toward different research result; we are also going be able to step out side of our perspectives temporarily, combine them, and potentially generate really useful insights that can only be the result of a team perspective. It is also more flexible on time, as we can choose how deep and long we go for all the questions.  ",False
1127,S_17,1,2,Analysis,Kano Analysis,M_22,False,"The method evaluates the effects of some products, but because we have not yet have a product in mind, it'd be hard for us to use this method, especially when we are trying to come up with something new. This method does not allow us to discover potential new features that we can give our product. ",False
1128,S_17,1,2,Analysis,Mind Mapping,M_23,False,"I believe mind map is a powerful method to help the team keep track of our research result. However, in our research, I do not predict that we would get an amount of data so large that we need a systematic method like the mind map to help us keep track. However, the principle of a mind map can definitely be implemented to how we take and analyze our interview notes.  ",False
1129,S_17,1,2,Analysis,Powers of 10,M_24,False,"Again, this is a method that's meant to help us change our perspectives on looking at our case. However, as previously mentioned, we are already students and we have been in the incoming students' shoes not long ago and some of us are actually experiencing it now. I believe that these two methods do remind us to be mindful of perspectives, but I do not think it is what our team needs the most right now. ",True
1130,S_17,1,2,Analysis,Reframing,M_25,False,"Because we are focusing on a group of subjects that we are highly familiar with, interact with on a daily basis, and we even represent most of the categories, we are already able to see things in a perspective that's similar to theirs. Reframing is obviously very useful for a situation unlike ours. However, this methods did remind us to keep an open mind to different perspective and not to be too narrow minded when we are analyzing the research results. ",False
1131,S_17,1,2,Analysis,Spectrum Mapping,M_26,True,"I believe this is a method that our team needs right now. First because I do not feel like our team is communicating as often as we should be and there are some silent members during discussion. The spectrum mapping, on one hand, makes everyone on the same page about how we analyze the subjects and categorize them, and on the other hand, eases communication and thoughts within a team. Because the method demands the team's collective effort and therefore promotes everyone's voicing his/her opinion. I believe team this method could immensely help with our team collaboration. In short, not only would it help us organize our research results, but it will also help our teamwork.  ",False
1132,S_17,1,2,Analysis,Task Analysis,M_27,False,"Because it is task oriented method, it would be a little hard for the team to decide which student task to further look into. Because students have so many things going on in their lives, including clubs, school, interships, social experience, and so forth, a single task analysis is probably not sufficient to represent the whole group, or even one subject in our case.  ",False
1133,S_17,1,2,Analysis,Touchpoint Matrix,M_28,False,"This method, according to the description on the website, is obviously really useful in building a comprehensive persona and is very useful in understanding the potential market. However, the time-consuming nature of the method (that we have to identify the touch points and connect them to subjects and the persona) prevented us from selecting it just out of practical reasons for our project.",True
1134,S_17,1,2,Analysis,Why-How Laddering,M_29,True,"This is a very suitable for my team's research phase, as we chose 1:1 interview to gain insights from students. From our first week of starting to interview some subjects, we realized that students tend to give short and generic answers instead of going deep to the root of what they might be talking about. I feel that this method could be very practical and useful to implement in the current challenge that we face during the 1:1s. It is also an unnoticeable way for our interviewees for us to dig deep to their pain points and potential gain points. It is also good for establishing an understanding that we are invested into this interview instead of just doing it for the sake of it. ",False
1135,S_17,1,3,Ideate,3-12-3 Brainstorming,M_30,False,"I really like the structure and the time restraint on this method, as it requires quick thinking and prevents overthinking. However, based on our team profile, we all think at different pastes and some of our teammates may be stressed out that the could not think of things as quickly as the others and get discouraged. I admire this method but I do not think it is the best for our team. And also we may want to overthink a little in order to create a unique and effective solution, and I do not think the team would mind spending a little extra time on ideating even under the strict time constraint of this project. ",False
1136,S_17,1,3,Ideate,6-3-5 Brainwriting,M_31,False,"This method seems extremely effective in getting ideas out of the quieter members of the team, but since I have already selected the 6-up sketches, I believe the sketches shall generate about the same amount of ideas as from this method, if not more well-thought over ones. The strict time restraint on this method requires on-the-spot thinking, and as well as I know my team, this may not yield the most ideal result. I believe a long individual ideating process followed by a rather fast paste group ideation may be better. ",False
1137,S_17,1,3,Ideate,6-Up Sketches,M_32,True,"I chose this method because it is fast in jotting down ideas. Since we do not have a product in mind yet, I would like to see the features that come in our mind quickly jotted down on the pages so we can build up the communication and discuss the features we want for our solution. It is also fun and easier to be able to visualize my teammate's ideas about our solution. It is easy, and therefore we can start ideating with this methods and then go deeper and more focused with other methods. ",False
1138,S_17,1,3,Ideate,Anti-Problem,M_33,False,"This method is extremely time-consuming and I am afraid that we will not be able to carry it out within the time frame that we got. It also require a bare minimum of 5 players, and our number of member is on the low extreme of this requirement, so I do not see this as the most effective method in our team project. It is a method that we would not normally think of, so it is very interesting to learn about. Now that we have this knowledge in mind, I hope that our team will stay open to the potential usage of this method. ",False
1139,S_17,1,3,Ideate,Attribute Listing,M_34,False,"As the limitation on tDX states, we have not yet have an existing product and therefore it is going to be hard for us to quickly narrow down the features and attributes and be sure to evaluate those in the ideation process. I see that this method can be very useful in innovating new feature for an existing product and therefore shall be useful potentially in a later phase of the project. In short, it might be too early for us to implement this method because we may be stuck when we try to list down the attributes.   ",False
1140,S_17,1,3,Ideate,Biomimicry,M_35,False,"For our topic, target audience, and its pain points, I don't believe that asking nature can yield effective and concrete solution. A large part of our problem is actually caused by nature because it is our natural fear to fear the unknown and the unfamiliar, and we are trying to bridge the gap for the international students who is trying to fight this natural instinct. I can see that biomimicry can be useful in other design situations, but I do not see it in our design context. ",False
1141,S_17,1,3,Ideate,Borda Count Voting,M_36,False,"This method is similar to the weighted matrix in that they are both trying to give priority to features. I chose the matrix over voting because deciding the weight for the matrix as a team is already a subtle vote among the team mates, and it is more efficient in our context to use matrix instead of the time-consuming voting and calculation in the borda count. ",False
1142,S_17,1,3,Ideate,Brainstorming,M_37,True,"I believe the brainstorming session could be a smooth transition after our 6-up sketches. After our individual 6-up sketches, each of the team member in our team should have different individual ideas about features that we would like to see. Brainstorming is a effective method to bring these ideas together for the entire team to evaluate, criticize, and improve. Seeing other teammates ideas may also trigger some new creative ideas. I believe brainstorming is not only good for our team dynamic, but also encourages the two quiet teammates to contribute to the team because I know they have ideas and they may just need a push like this to speak up. ",True
1143,S_17,1,3,Ideate,Design Heuristics,M_38,False,"The method seems to be more effective when individually carried out, and I feel that our team needs some team collaboration after the 6-up sketches. We may spend too much time on ideating individually and it would be very time-consuming to bring all the individual ideas together and reach a team consensus. Although not chosen, I still believe that we can use this heuristic way of thinking in our 6-up sketches and yield even better sketches that way. ",False
1144,S_17,1,3,Ideate,Design the Box,M_39,False,"As well as I know my team, I believe we will focus too much on the aesthetic and the position of this potential product and therefore the method loses its point of helping us getting the ideas straight. I believe designing the box can be extremely useful to decide on our top features for the potential solution, but the weighted matrix will also do that in ways that our team in particular will focus on the ideas.",False
1145,S_17,1,3,Ideate,Do-Redo-Undo,M_40,False,"We have not yet have a prototype or a concrete idea for our solution and therefore according to tDX, now is not the best time to utilize this method. I see that this method is relatively easy to prepare for and does not take too long to carry out. So in later stage of our ideation when we already have a concept, our team shall consider implementing this method in order to improve and evaluate the current idea. ",False
1146,S_17,1,3,Ideate,Forced Analogy,M_41,False,"This method seems very time-consuming and given our fast paste designing environment in this course, this may not be the perfect option to yield effective solution in our time period. I really enjoy learning about this ideating method, however. I like it because it is rather mind-opening to see that we can force compare two things that do not seem to have any similarity and potentially generate useful insights about product features. I believe this could be particularly useful in other product design process where designers, researchers, and engineers are allowed longer periods of time to ideate. ",False
1147,S_17,1,3,Ideate,Visual Brainstorming,M_42,False,"The methods involves pre-existing ideas that we as a group have already decided on and also requires planning and organizing our ideas in a way that we can bring it out to physical / visual pieces that we can play around with. In our particular context, I believe it is too time-consuming and requires too much preparation and group time together. As students, our schedules are too unpredictable to decide on a long meeting time to complete a task like visual brainstorming. Although I recognize that it could be fun and effective for team bonding and individual contribution and creativity in the entire group, it is a pity that we do not have enough time to carry this method out. ",False
1148,S_17,1,3,Ideate,Weighted Matrix,M_43,True,"From the research and analysis phase, there has already been signs that there will be a lot of features that we may come up with in this phase. I believe the weighted matrix is an effective method for us as a team to decide on our priority and a more focused feature in order to build our solution around that. Being able to discuss as a group and give numbers and weights to each feature we come up with would be really useful in our design project because there are so many pain points that we would like to address. ",False
1149,S_17,1,4,Build,Additive Manufacturing,M_44,False,This manufacturing method is not suitable in our case because it builds a physical product prototype instead of a user interface for an app. We also do not have access to the appropriate materials and tools to realize this method. ,False
1150,S_17,1,4,Build,Direct Shell Production Casting,M_45,False,"It is not really suitable for building our app and helping us evaluate the user interface. We also do not have access to makerspace, making it especially hard for us to gather the materials required for this method. ",False
1151,S_17,1,4,Build,Experience Prototyping,M_46,True,This method should be extremely useful in our situation because our whole design stems from a few pain points in new student's experience. Our app is designed around ameliorating their experience and therefore it is going to be very useful to learn how some users feel about our wireframes and gain feedback in order to improve the design. ,False
1152,S_17,1,4,Build,Fused Deposition Modelling,M_47,False,"Again, this method is not very suitable in building our app prototype/wireframe as it helps build a physical prototype of a physical product. ",False
1153,S_17,1,4,Build,Laminated Object Manufacturing,M_48,False,"Again, we are not building a physical product, so this method is not really suitable in our situation. Although it is one of the easiest and cheapest way of building a prototype, we need a method that can help us visualize the user interface and experience. ",False
1154,S_17,1,4,Build,Laser Cutting,M_49,False,"Our product is most likely going to be an app or a computer program, so it does not really involve making tangible 3-D prototypes.",False
1155,S_17,1,4,Build,Prototyping,M_50,True,"Simple prototypes make ideas tangible and therefore sparks communication among team members. Sometimes it is a little hard to communicate what's in my mind to other people and describe the idea exactly like what it is in my head, and prototyping is a cheap but effective way to make ideas ""come to life"". ",True
1156,S_17,1,4,Build,Rapid Prototyping,M_51,False,"Since none of our team members has access to makespace, it is going to be a little hard for any of us to build prototypes that fast and review it immediately. It takes time for us to build wireframes, and with large amount of time spent on the wireframes, it is hard for us to be rapid. Although this method can be very useful given our time pressure, it is not as suitable for our specific product. ",False
1157,S_17,1,4,Build,Service Prototyping,M_52,False,Both this method and the previous building method seem extremely helpful in this stage of building our service. We may implement both for our actual building stage as they both seem to yield good feedback from users about our service. ,False
1158,S_17,1,4,Build,Tangible Prototyping,M_53,False,"Because tangible prototypes build a model for tangible product, it is not as suitable in our design challenge because we are trying to build an app / program that's not tangible. ",False
1159,S_17,1,4,Build,Water Jet Cutting,M_54,False,Same reasoning as why I did not pick laser cutting. We are building an app and would like to see screen and the interface instead of building something tangible and 3-D.,False
1160,S_17,1,4,Build,Wireframe,M_55,True,"Since our team is most likely designing an app or a computer program, wireframes are the most straightforward in helping us picture how each screen of different function is going to look like. With wireframes, we can identify many unknown unknowns that we have not thought about before the ""build"" stage and start solving them as a team. ",True
1161,S_17,1,5,Communicate,7Ps Framework,M_56,False,"I believe this can be a very useful break down of our design, but it can also be evaluated during the blueprint making process. The 7Ps are definitely good indicators that we should keep in mind when making the blueprint. ",False
1162,S_17,1,5,Communicate,Business Model Canvas,M_57,False,"This is definitely useful for the team to stay on the same page and not deviate too far from the purpose of our design. However, since I have already chose blueprint, I believe the canvas can also be evaluated when we are making the blueprint as business model is definitely a big part of how we construct our blueprint.",False
1163,S_17,1,5,Communicate,Composite Characters,M_58,False,"Compared to a persona, the description of composite characters on the design exchange website seem more fitting for our design project because it is hard to capture the psychology of all incoming international students in one single character, and a composite character allows a persona to be more multi-faceted. I did not choose this method for the same reason why I did not choose persona, as this is also easily implementable in storyboarding. ",False
